Raw name,Mapped name,Normalized name,Language
allegheny technologies sas,,allegheny technologies sas,en
allegis group holdings inc dba,,allegis group holdings inc dba,en
allegra of chantilly,,allegra of chantilly,en
allegra print signs design,,allegra print signs design,ca
allegra print signs design,,allegra print signs design,ca
allegria,,allegria,it
allen  gledhill,,allen  gledhill,cy
allen  overy,,allen  overy,no
allen  overy legal services,,allen  overy legal services,en
allen  overy llp,,allen  overy llp,no
allen systems group,,allen systems group,fr
allende  brea sociedad civil,,allende  brea sociedad civil,es
allenou herve,,allenou herve,nl
allens corporate services pty ltd,,allens corporate services pty ltd,en
alles fuer ihr fest gmbh,,alles fuer ihr fest gmbh,de
alles mit farbe gmbh,,alles mit farbe gmbh,ca
allesausschreibungen de,,allesausschreibungen de,de
allez et cie,,allez et cie,fr
allfast fastening systems inc,,allfast fastening systems inc,en
allfi wasserstrahltechnik gmbh,,allfi wasserstrahltechnik gmbh,de
allgaeu events gmbh  co kg,,allgaeu events gmbh  co kg,ca
allgaeu resort,,allgaeu resort,cy
allgaeu resort gmbh,,allgaeu resort gmbh,ca
allgaeu stern hotel,,allgaeu stern hotel,af
allgaeuer messzentrum,,allgaeuer messzentrum,de
allgaier gmbh,,allgaier gmbh,cy
allgeier business services gmbh,,allgeier business services gmbh,en
allgeier it solutions gmbh,,allgeier it solutions gmbh,fr
allgem industriecommerz,,allgem industriecommerz,de
allgemeine gold und silberscheideanstalt,,allgemeine gold und silberscheideanstalt,de
allgemeiner turn und sportverein,,allgemeiner turn und sportverein,de
allgemeiner verband der wirtschaft,,allgemeiner verband der wirtschaft,de
allguhotel memmingen nord,,allguhotel memmingen nord,no
alliance automotive marseille,,alliance automotive marseille,it
alliance concept,,alliance concept,it
alliance foret bois,,alliance foret bois,en
alliance francaise,,alliance francaise,it
alliance francaise bangalore,,alliance francaise bangalore,it
alliance francaise de kotte,,alliance francaise de kotte,it
alliance froid cuisine,,alliance froid cuisine,it
alliance law firm,,alliance law firm,en
alliance material handling inc,,alliance material handling inc,en
alliance mobility,,alliance mobility,it
alliance pornic,,alliance pornic,it
alliance pour la confiance numeriqu,,alliance pour la confiance numeriqu,fr
alliance solutions,,alliance solutions,it
alliance world shipping srl,,alliance world shipping srl,en
alliantech,,alliantech,it
alliantech sas,,alliantech sas,en
allianz,,allianz,it
allianz china general insurance,,allianz china general insurance,it
allianz fãr sicherheit in der wirtschaft,,allianz fãr sicherheit in der wirtschaft,de
allianz fr sicherheit,,allianz fr sicherheit,de
allianz global corporate,,allianz global corporate,it
allianz jingdong general insurance,,allianz jingdong general insurance,en
allianz treuhand gmbh,,allianz treuhand gmbh,de
allianzes,,allianzes,it
allibert buckhorn france,,allibert buckhorn france,en
allici,,allici,it
allied business associates,,allied business associates,en
allied conference,,allied conference,en
allied defense services,,allied defense services,en
allied electronics,,allied electronics,en
allied infrastructure management,,allied infrastructure management,en
allied maintenance,,allied maintenance,en
allied supply chain management,,allied supply chain management,en
allied taxicabs llc,,allied taxicabs llc,ca
allington hughes,,allington hughes,en
allisto,,allisto,fi
allmaticjakob gmbh  co,,allmaticjakob gmbh  co,pl
allmech  technik fãr industrie  schiffahrt,,allmech  technik fãr industrie  schiffahrt,de
allmech  technik fuer industrie  schiffahrt,,allmech  technik fuer industrie  schiffahrt,de
allmech gmbh,,allmech gmbh,de
allmech technik f industrie u,,allmech technik f industrie u,de
allmendinger elektromechanik kg,,allmendinger elektromechanik kg,da
allmos electronic gmbh,,allmos electronic gmbh,ca
allnet gmbh,,allnet gmbh,hu
allo photo,,allo photo,it
allo taxis,,allo taxis,so
allparty parliamentary corporate,,allparty parliamentary corporate,en
allpax gmbh  co kg,,allpax gmbh  co kg,so
allpax gmbh  co kg,,allpax gmbh  co kg,so
allplan,,allplan,ca
allplan deutschland gmbh,,allplan deutschland gmbh,de
allplan france sarl,,allplan france sarl,fr
allport packaging ltd,,allport packaging ltd,tl
allresto flughafen mãnchen,,allresto flughafen mãnchen,de
allresto flughafen muenchen,,allresto flughafen muenchen,de
allround service,,allround service,en
allsafe gmbh  co kg,,allsafe gmbh  co kg,en
allsafe jungfalk gmbh  co kg,,allsafe jungfalk gmbh  co kg,sv
allsat gmbh,,allsat gmbh,ca
allstar,,allstar,sv
allstar adventures,,allstar adventures,ca
alltec gmbh,,alltec gmbh,ca
alltranspack,,alltranspack,sv
alltranspack inc,,alltranspack inc,en
alltronic,,alltronic,it
allube ltd,,allube ltd,et
alluris gmbh  co kg,,alluris gmbh  co kg,en
alm familie rohrmoser,,alm familie rohrmoser,it
alm formation 31,,alm formation 31,en
alm media llc,,alm media llc,it
alm siebenhuetten,,alm siebenhuetten,de
alma,,alma,tr
alma consulting group,,alma consulting group,en
alma service,,alma service,it
almacenes emilio muoz sl,,almacenes emilio muoz sl,es
almadepartement sapex,,almadepartement sapex,ca
almatec maschinenbau gmbh,,almatec maschinenbau gmbh,de
almatech sarl,,almatech sarl,sv
almay sa,,almay sa,tl
almay technologies,,almay technologies,en
almetron ltd,,almetron ltd,it
almocar hornung gmbh,,almocar hornung gmbh,en
almudena valiente daza,,almudena valiente daza,it
aloft hotel,,aloft hotel,en
aloha college,,aloha college,it
alois dallmayr,,alois dallmayr,tr
alois dallmayr automatenservice,,alois dallmayr automatenservice,fr
alois killisperger,,alois killisperger,fi
alois miller,,alois miller,fi
alois miller gmbh,,alois miller gmbh,fr
alois mueller,,alois mueller,fr
alos gmbh,,alos gmbh,es
alouette helicoptere worldwide sces,,alouette helicoptere worldwide sces,en
alp construction,,alp construction,en
alpc coaching,,alpc coaching,en
alpenclub schliersee,,alpenclub schliersee,de
alpenhotel mbh  co kg,,alpenhotel mbh  co kg,pt
alpenhotel weiherbach,,alpenhotel weiherbach,de
alpenhotel zechmeisterlehen,,alpenhotel zechmeisterlehen,de
alpenjaeger reisen gmbh,,alpenjaeger reisen gmbh,nl
alpenmaykestag gmbh,,alpenmaykestag gmbh,tl
alpenparks,,alpenparks,sv
alpenrose,,alpenrose,nl
alpers joachim gmbh,,alpers joachim gmbh,en
alpex,,alpex,ca
alpex technologies gmbh,,alpex technologies gmbh,en
alpha assembly solutions france sas,,alpha assembly solutions france sas,fr
alpha com,,alpha com,pt
alpha com deutschland gmbh,,alpha com deutschland gmbh,de
alpha computer systems gmbh,,alpha computer systems gmbh,en
alpha crux,,alpha crux,ca
alpha immobilien consulting gmbh,,alpha immobilien consulting gmbh,en
alpha rlh,,alpha rlh,pt
alpha sign sa,,alpha sign sa,tl
alpha signs gmbh,,alpha signs gmbh,ca
alpha taxenbetriebs gmbh,,alpha taxenbetriebs gmbh,ca
alpha taxis,,alpha taxis,so
alphabeta sg pte ltd,,alphabeta sg pte ltd,ca
alphabeta sg pte ltd,,alphabeta sg pte ltd,ca
alphacam,,alphacam,ca
alphacam fertigungssoftware,,alphacam fertigungssoftware,de
alphacam fertigungssoftware gmbh,,alphacam fertigungssoftware gmbh,en
alphacam gmbh,,alphacam gmbh,id
alphai,,alphai,cy
alphai limited,,alphai limited,et
alphanov optics and lasers tec,,alphanov optics and lasers tec,en
alphapumpentechnik gmbh,,alphapumpentechnik gmbh,id
alphare,,alphare,en
alphasign,,alphasign,en
alphasign sarl,,alphasign sarl,tl
alphasystems gmbh,,alphasystems gmbh,en
alphatec krimpmann gmbh,,alphatec krimpmann gmbh,id
alphatech ltd,,alphatech ltd,en
alphcam gmbh,,alphcam gmbh,id
alpinatec gmbh,,alpinatec gmbh,ca
alpine bau deutschland ag,,alpine bau deutschland ag,de
alpine metal tech uk limited,,alpine metal tech uk limited,et
alpiq energie france sas,,alpiq energie france sas,fr
alpred sl,,alpred sl,sl
alptech elektronik gmbh,,alptech elektronik gmbh,sk
alquibalat s l,,alquibalat s l,ca
alr,,alr,hu
alr rugged solutions gmbh,,alr rugged solutions gmbh,da
alris,,alris,et
alro,,alro,hu
alro alois rothenhaeusler,,alro alois rothenhaeusler,en
alroy microwaveelectronics ltd,,alroy microwaveelectronics ltd,en
alroy sheet metals ltd,,alroy sheet metals ltd,en
als,,al,ca
als design,,als design,ca
als gmbh,,als gmbh,ca
als life sciences limited,,als life sciences limited,en
als life sciences ltd,,als life sciences ltd,ca
alsace timbres,,alsace timbres,ca
alse,,alse,ca
alsterarbeit,,alsterarbeit,de
alsterarbeit ggmbh hamburg,,alsterarbeit ggmbh hamburg,de
alsterarbeit gmbh hamburg,,alsterarbeit gmbh hamburg,de
alsterdorfer werkstaetten,,alsterdorfer werkstaetten,de
alstermarkt,,alstermarkt,da
alstertaler schrauben,,alstertaler schrauben,de
alston refrigeration co inc,,alston refrigeration co inc,en
alt 92 documentation technique,,alt 92 documentation technique,fr
alta,,alta,fi
alta gmbh schnoor eleven,,alta gmbh schnoor eleven,nl
altaix,,altaix,fi
altaix electronica sal,,altaix electronica sal,ca
altana,,altana,fi
altana selarl,,altana selarl,ca
altares d b,,altares d b,ca
altares db,,altares db,ca
altariva ymca,,altariva ymca,fi
altaven,,altaven,fi
altaven sas,,altaven sas,fi
altbayerische kueche,,altbayerische kueche,de
alte apotheke,,alte apotheke,en
alte brauerei mertingen,,alte brauerei mertingen,de
alte wurzhuette,,alte wurzhuette,de
altead,,altead,ro
altead augizeau,,altead augizeau,ro
altead france levage,,altead france levage,it
altead industries est,,altead industries est,et
altead marchal levage,,altead marchal levage,et
altead soutien logistique,,altead soutien logistique,fr
altec aluminium technik gmbh,,altec aluminium technik gmbh,pl
altec aluminiumtechnik,,altec aluminiumtechnik,ro
altec aluminiumtechnik gmbh  co kgaa,,altec aluminiumtechnik gmbh  co kgaa,ro
altec engineering limited,,altec engineering limited,en
altec gmbh,,altec gmbh,ca
altec spa,,altec spa,ro
altecaluminium technik,,altecaluminium technik,ro
altedia,,altedia,it
alten,,alten,de
alten  assystem,,alten  assystem,fi
alten china limited,,alten china limited,it
alten gmbh,,alten gmbh,de
alten limited,,alten limited,fi
alten ltd,,alten ltd,no
alten sa,,alten sa,fi
alten sa service adv,,alten sa service adv,it
alten soluciones productos,,alten soluciones productos,es
alten soluciones productos auditoria e ingenieria sa,,alten soluciones productos auditoria e ingenieria sa,es
alten spain,,alten spain,fi
alten spain sa,,alten spain sa,fi
alten sud ouest,,alten sud ouest,fr
alten sud quest,,alten sud quest,ca
alten sudouest,,alten sudouest,fr
alten sudouest,,alten sudouest,fr
alten technologie,,alten technologie,de
alten technology gmbh,,alten technology gmbh,en
alten technology usa inc,,alten technology usa inc,en
alten technology usa inc,,alten technology usa inc,en
altenbach consult,,altenbach consult,ro
altenbach consult gmbh,,altenbach consult gmbh,de
altenbachcontrol,,altenbachcontrol,it
altenbachcontrol gmbh,,altenbachcontrol gmbh,it
alter defence  security,,alter defence  security,ro
alter defence and security,,alter defence and security,en
alter ego,,alter ego,no
alter ego digital,,alter ego digital,it
alter nego,,alter nego,it
alter technology,,alter technology,en
alter wirt moosach,,alter wirt moosach,de
altera european trading,,altera european trading,ro
altera hotel im herbartgang,,altera hotel im herbartgang,de
alterburo distribution,,alterburo distribution,it
alterego coaching  formations,,alterego coaching  formations,en
alternance academy,,alternance academy,es
alternance formation,,alternance formation,en
alternate computerversand gmbh,,alternate computerversand gmbh,en
alternate gmbh,,alternate gmbh,ro
alternativesoft ag,,alternativesoft ag,da
alternego,,alternego,it
alteryx,,alteryx,en
alteryx inc,,alteryx inc,en
althea essonne,,althea essonne,en
althen gmbh,,althen gmbh,en
altheris sensorscontrols,,altheris sensorscontrols,en
althoff seehotel berfahrt,,althoff seehotel berfahrt,de
althoff seehotel ueberfahrt,,althoff seehotel ueberfahrt,de
alti hotel,,alti hotel,fi
altia services gmbh,,altia services gmbh,ca
alticode,,alticode,it
altidev,,altidev,et
altim defense,,altim defense,de
altim france sarl,,altim france sarl,it
altimet,,altimet,it
altimet sas,,altimet sas,fi
altitude formation,,altitude formation,ro
altitude strategies llc,,altitude strategies llc,ca
altitude telecom,,altitude telecom,ro
altium europe gmbh,,altium europe gmbh,ro
altius,,altius,ca
altmann analytik gmbh  co kg,,altmann analytik gmbh  co kg,tl
altmann analytik gmbh  co kg,,altmann analytik gmbh  co kg,tl
altmann gmbh,,altmann gmbh,et
altmann gmbh  co kg,,altmann gmbh  co kg,it
altmann ingenieurbãro gmbh  c,,altmann ingenieurbãro gmbh  c,de
altmann ingenieurbro gmbh  cokg,,altmann ingenieurbro gmbh  cokg,nl
altmhl bob riedenburg,,altmhl bob riedenburg,de
altmuehltaler abenteuerpark,,altmuehltaler abenteuerpark,de
altohartley inc,,altohartley inc,en
altonale gmbh,,altonale gmbh,it
altorem,,altorem,it
altova gmbh,,altova gmbh,sk
altran,,altran,it
altran akka,,altran akka,fi
altran deutschland sas  co kg,,altran deutschland sas  co kg,de
altran deutschland sas  co kg,,altran deutschland sas  co kg,de
altran deutschland sas and co kg,,altran deutschland sas and co kg,de
altran gmbh  co kg,,altran gmbh  co kg,it
altran gmbh  co kg,,altran gmbh  co kg,it
altran innovaciãân sl,,altran innovaciãân sl,ro
altran innovaciãân slu,,altran innovaciãân slu,ro
altran innovacion sl,,altran innovacion sl,it
altran innovacion slu,,altran innovacion slu,it
altran innovacion sl,,altran innovacion sl,it
altran innovacion slu,,altran innovacion slu,it
altran innovacion sociedad limitada,,altran innovacion sociedad limitada,es
altran ouest,,altran ouest,fr
altran participations,,altran participations,it
altran quest,,altran quest,ca
altran shanghai limited,,altran shanghai limited,id
altran sud ouest,,altran sud ouest,fr
altran technolgies,,altran technolgies,de
altran technolgies blagnac,,altran technolgies blagnac,ca
altran technologies,,altran technologies,it
altran technologies india pvt ltd,,altran technologies india pvt ltd,it
altran technologies sa,,altran technologies sa,en
altran technologies uk ltd,,altran technologies uk ltd,en
altran technologiesblagnac,,altran technologiesblagnac,it
altran uk limited,,altran uk limited,id
altranxype gmbh,,altranxype gmbh,ca
altranxype ltd,,altranxype ltd,ca
altridge,,altridge,ca
altstadthotel mayrbraeu,,altstadthotel mayrbraeu,nl
altstadthotel schrobenhausen,,altstadthotel schrobenhausen,de
alturna networks nv,,alturna networks nv,en
alturna networks nv,,alturna networks nv,en
altys technologies,,altys technologies,en
altytud,,altytud,fi
alu nantais,,alu nantais,fi
alufase,,alufase,ro
aluhightech gmbh,,aluhightech gmbh,en
alukarbenraster gmbh,,alukarbenraster gmbh,id
alumeier gmbh,,alumeier gmbh,de
aluminium halbzeuge,,aluminium halbzeuge,de
aluminiumservice gmbh,,aluminiumservice gmbh,ro
aluminiumwerk unna ag,,aluminiumwerk unna ag,id
alumni polimi association,,alumni polimi association,it
alumni und fãrderer der tuhh ev,,alumni und fãrderer der tuhh ev,de
alumni und foerderer der tuhh ev,,alumni und foerderer der tuhh ev,da
alumnigesellschaft ev,,alumnigesellschaft ev,de
alustock sa,,alustock sa,fi
alustock sa,,alustock sa,fi
alutech gmbh,,alutech gmbh,pl
alutiiq,,alutiiq,fi
alutiiq advanced security,,alutiiq advanced security,en
alutiiq diversified services llc,,alutiiq diversified services llc,ca
alutiiq pacific,,alutiiq pacific,ca
alutiiq pacific llc,,alutiiq pacific llc,ca
aluverkaufde gmbh,,aluverkaufde gmbh,de
alvant ltd,,alvant ltd,ca
alvarez  marsal,,alvarez  marsal,hu
alvarez  marsal consulting,,alvarez  marsal consulting,ro
alvarez  marsal disputes,,alvarez  marsal disputes,ro
alvarez  marsal llp,,alvarez  marsal llp,hu
alvea,,alvea,hu
alvg anlagenvermietung gmbh,,alvg anlagenvermietung gmbh,de
alwart team,,alwart team,en
alwartteam,,alwartteam,en
always happy co ltd,,always happy co ltd,en
alyotech,,alyotech,en
alyotech france,,alyotech france,en
alys,,alys,hu
alzmetall gmbh  co,,alzmetall gmbh  co,it
am allied maintenance gmbh,,am allied maintenance gmbh,en
am coaching,,am coaching,en
am coaching sl,,am coaching sl,en
am coaching sl,,am coaching sl,en
am froid,,am froid,cy
am invest,,am invest,en
am safe inc,,am safe inc,cy
am services,,am services,en
am valor,,am valor,lv
ama,,ama,so
ama apartmenthotel,,ama apartmenthotel,en
ama service gmbh,,ama service gmbh,hr
amada,,amada,so
amada gmbh,,amada gmbh,so
amada maquinaria sl,,amada maquinaria sl,pt
amada sa,,amada sa,so
amadeus fire,,amadeus fire,pt
amadeus it group sa,,amadeus it group sa,fr
amadio,,amadio,so
amag rolling,,amag rolling,tl
amag rolling gmbh,,amag rolling gmbh,tl
amagoo ag,,amagoo ag,so
amai international,,amai international,it
amalgam modelmaking ltd,,amalgam modelmaking ltd,et
aman summer palace,,aman summer palace,id
amarante international,,amarante international,it
amari hotels  resorts,,amari hotels  resorts,ca
amarillos tour sa,,amarillos tour sa,es
amarris conseil,,amarris conseil,fr
amas,,amas,so
amas gmbh,,amas gmbh,so
amas technology gmbh,,amas technology gmbh,en
